round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2,FirstandSecondPointWon1,FirstandSecondPointWon2,,,,,,,,
Final,Marat Safin,1-6 6-3 6-4 6-4,2005,m,Marat Safin,Lleyton Hewitt,RUS,AUS,60,49,18,7,1,3,73,70,57,52,215,202,201,183,148,148,36,38,39,34,122,113,54,33,36,22,60,59,41.61,36.4,,,,,,,,
semi,Lleyton Hewitt,3-6 7-6(3) 7-6(4) 6-1,2005,m,Lleyton Hewitt,Andy Roddick,AUS,USA,62,56,14,31,7,9,83,81,47,42,202,231,180,205,173,173,25,25,36,30,142,127,48,66,21,50,71,56,39.01,34.02,,,,,,,,
semi,Marat Safin,5-7 6-4 5-7 7-6(6) 9-7,2005,m,Marat Safin,Roger Federer,RUS,SUI,59,57,16,22,1,8,74,82,52,51,220,213,204,191,160,160,31,29,31,35,194,201,65,72,60,59,74,76,38.48,41.82,,,,,,,,
quarter,Lleyton Hewitt,6-3 6-2 1-6 3-6 10-8,2005,m,Lleyton Hewitt,David Nalbandian,AUS,ARG,50,62,16,4,6,4,73,71,51,45,213,193,181,168,144,144,38,50,39,38,158,153,49,36,49,59,68,80,37.23,31.95,,,,,,,,
quarter,Andy Roddick,6-3 7-5 4-1 ret.,2005,m,Andy Roddick,Nikolay Davydenko,USA,RUS,66,58,17,5,2,3,79,65,52,42,230,207,207,189,154,154,56,20,45,30,88,65,29,25,23,32,50,64,41.08,27.3,,,,,,,,
quarter,Roger Federer,6-3 6-4 6-4,2005,m,Roger Federer,Andre Agassi,SUI,USA,66,56,22,1,4,2,77,75,62,51,209,202,193,176,151,151,50,0,35,28,99,79,46,13,31,20,68,68,47.74,38.25,,,,,,,,
quarter,Marat Safin,6-2 6-4 6-2,2005,m,Marat Safin,Dominik Hrbaty,RUS,SVK,49,44,14,2,2,0,88,63,57,43,222,213,204,188,149,149,75,25,49,28,85,56,33,12,21,29,59,70,50.16,27.09,,,,,,,,
Fourth,Nikolay Davydenko,6-3 6-4 6-3,2005,m,Nikolay Davydenko,Guillermo Canas,RUS,ARG,60,51,6,1,5,4,71,59,60,66,205,201,185,186,146,146,63,25,38,33,93,78,35,17,40,25,82,60,42.6,38.94,,,,,,,,
Fourth,David Nalbandian,5-7 7-5 6-3 6-0,2005,m,David Nalbandian,Guillermo Coria,ARG,ARG,62,66,1,4,5,3,69,60,35,30,193,197,170,167,131,131,63,30,50,44,146,128,40,32,55,39,64,68,24.15,18,,,,,,,,
Fourth,Andy Roddick,6-3 7-6(6) 6-1,2005,m,Andy Roddick,Philipp Kohlschreiber,USA,GER,69,56,15,5,2,2,85,74,63,53,228,202,191,181,138,138,75,0,35,22,94,69,28,18,25,26,73,64,53.55,39.22,,,,,,,,
Fourth,Lleyton Hewitt,7-5 3-6 1-6 7-6(3) 6-2,2005,m,Lleyton Hewitt,Rafael Nadal,AUS,ESP,51,69,18,5,6,3,76,65,52,57,205,193,183,170,136,136,29,33,38,36,154,152,62,46,61,49,64,69,39.52,37.05,,,,,,,,
Fourth,Andre Agassi,6-7(4) 7-6(5) 7-6(3) 6-4,2005,m,Andre Agassi,Joachim Johansson,USA,SWE,65,64,16,51,4,9,81,81,60,51,202,225,172,197,178,178,30,50,30,26,147,141,35,96,13,66,89,76,48.6,41.31,,,,,,,,
Fourth,Dominik Hrbaty,7-5 6-3 6-1,2005,m,Dominik Hrbaty,Thomas Johansson,SVK,SWE,58,60,6,12,2,5,87,60,58,44,201,213,176,178,144,144,50,0,46,26,108,78,29,27,29,41,79,47,50.46,26.4,,,,,,,,
Fourth,Marat Safin,4-6 7-6(1) 7-6(5) 7-6(2),2005,m,Marat Safin,Olivier Rochus,RUS,BEL,62,63,29,1,1,3,83,72,60,45,222,186,193,165,141,141,6,40,38,26,173,147,78,36,66,37,62,69,49.8,32.4,,,,,,,,
Fourth,Roger Federer,6-2 6-2 7-6(4),2005,m,Roger Federer,Marcos Baghdatis,SUI,CYP,60,53,9,4,0,1,85,59,65,56,210,202,186,186,139,139,63,100,43,23,101,73,36,25,23,25,67,64,55.25,33.04,,,,,,,,
Third,David Nalbandian,6-7(3) 7-5 6-2 6-3,2005,m,David Nalbandian,Fernando Gonzalez,ARG,CHI,64,63,10,7,5,8,77,65,48,39,186,205,167,173,152,152,33,25,44,34,159,136,46,53,37,65,68,65,36.96,25.35,,,,,,,,
Third,Lleyton Hewitt,6-2 4-6 6-1 6-4,2005,m,Lleyton Hewitt,Juan Ignacio Chela,AUS,ARG,62,68,9,1,3,3,74,56,50,52,207,186,181,176,141,141,44,60,46,35,115,93,39,23,37,36,79,60,37,29.12,,,,,,,,
Third,Guillermo Coria,6-3 6-2 6-1,2005,m,Guillermo Coria,Juan Carlos Ferrero,ARG,ESP,65,58,5,2,2,3,65,48,52,38,197,199,168,176,143,143,64,38,56,40,97,70,29,25,23,32,76,63,33.8,18.24,,,,,,,,
Third,Guillermo Canas,6-1 6-2 6-2,2005,m,Guillermo Canas,Radek Stepanek,ARG,CZE,63,61,3,1,1,1,76,53,64,27,202,202,175,188,159,159,50,25,58,28,86,47,15,22,10,48,68,55,48.64,14.31,,,,,,,,
Third,Andy Roddick,6-2 6-2 7-5,2005,m,Andy Roddick,Jurgen Melzer,USA,AUT,68,67,22,2,0,3,83,57,71,48,225,207,193,178,148,148,50,0,46,21,103,67,41,30,12,33,42,69,58.93,27.36,,,,,,,,
Third,Philipp Kohlschreiber,7-5 6-3 6-2,2005,m,Philipp Kohlschreiber,Jean-Rene Lisnard,GER,MON,60,50,1,2,2,5,74,58,64,50,201,197,178,183,146,146,67,20,46,30,108,81,29,28,29,36,61,48,47.36,29,,,,,,,,
Third,Rafael Nadal,6-1 6-1 6-3,2005,m,Rafael Nadal,Bobby Reynolds,ESP,USA,62,54,2,3,3,9,81,54,54,38,191,209,172,191,165,165,50,50,54,29,86,52,23,15,18,46,100,43,43.74,20.52,,,,,,,,
Third,Nikolay Davydenko,6-4 6-2 6-2,2005,m,Nikolay Davydenko,Tim Henman,RUS,GBR,73,59,1,2,0,5,69,67,68,40,196,201,168,176,149,149,33,0,44,32,106,83,31,21,16,32,55,49,46.92,26.8,,,,,,,,
Third,Thomas Johansson,3-6 6-2 6-7(4) 6-2 6-2,2005,m,Thomas Johansson,Kevin Kim,SWE,USA,56,55,17,14,3,7,82,69,60,42,213,202,181,180,131,131,44,40,43,27,165,128,57,44,53,67,77,47,49.2,28.98,,,,,,,,
Third,Roger Federer,6-3 5-2 ret.,2005,m,Roger Federer,Jarkko Nieminen,SUI,FIN,71,64,2,1,1,3,66,44,57,45,209,202,181,178,130,130,71,40,55,37,62,43,19,14,19,15,63,27,37.62,19.8,,,,,,,,
Third,Dominik Hrbaty,7-6(5) 6-7(8) 6-7(3) 6-1 6-3,2005,m,Dominik Hrbaty,Gaston Gaudio,SVK,ARG,55,61,15,8,8,7,72,68,42,41,210,197,183,173,139,139,45,27,43,41,200,192,70,48,88,75,56,78,30.24,27.88,,,,,,,,
Third,Andre Agassi,7-5 7-6(3) 6-1,2005,m,Andre Agassi,Taylor Dent,USA,USA,63,66,3,2,0,9,72,58,61,34,199,230,173,188,170,170,40,36,50,32,117,85,42,31,6,39,64,51,43.92,19.72,,,,,,,,
Third,Joachim Johansson,6-3 3-6 5-7 7-6(2) 13-11,2005,m,Joachim Johansson,Feliciano Lopez,SWE,ESP,63,60,38,34,5,8,75,78,63,57,226,213,197,194,162,162,21,23,30,29,200,199,99,76,67,32,72,70,47.25,44.46,,,,,,,,
Third,Olivier Rochus,6-7(6) 6-1 6-4 6-2,2005,m,Olivier Rochus,Karol Beck,BEL,SVK,62,55,4,12,3,8,73,74,58,38,185,199,165,176,143,143,35,11,42,33,147,123,42,39,29,51,68,61,42.34,28.12,,,,,,,,
Third,Marcos Baghdatis,7-6(2) 6-4 6-1,2005,m,Marcos Baghdatis,Tommy Robredo,CYP,ESP,52,65,4,3,2,5,82,71,49,23,207,194,181,168,146,146,40,40,46,34,115,94,32,30,14,37,79,78,40.18,16.33,,,,,,,,
Third,Marat Safin,6-4 3-6 6-3 6-4,2005,m,Marat Safin,Mario Ancic,RUS,CRO,56,63,11,6,1,7,72,76,63,45,220,222,201,193,157,157,50,40,36,32,120,113,37,24,44,44,64,74,45.36,34.2,,,,,,,,
Second,Guillermo Canas,3-6 7-5 6-3 6-0,2005,m,Guillermo Canas,Fernando Verdasco,ARG,ESP,61,61,9,2,5,6,66,49,50,51,207,212,178,176,154,154,50,45,50,40,127,104,27,44,29,64,94,56,33,24.99,,,,,,,,
Second,Philipp Kohlschreiber,6-0 2-0 ret.,2005,m,Philipp Kohlschreiber,Nicolas Massu,GER,CHI,66,43,5,0,0,2,79,33,60,8,205,196,176,170,144,144,80,0,81,28,38,12,16,1,8,7,83,25,47.4,2.64,,,,,,,,
Second,Jurgen Melzer,6-3 6-2 7-6(3),2005,m,Jurgen Melzer,Nathan Healey,AUT,AUS,72,50,3,6,3,5,83,67,50,54,201,213,181,183,154,154,57,100,40,26,95,70,30,24,14,20,57,51,41.5,36.18,,,,,,,,
Second,Jean-Rene Lisnard,1-6 4-6 6-3 6-4 6-3,2005,m,Jean-Rene Lisnard,Sebastien Grosjean,MON,FRA,52,58,1,11,8,6,67,63,42,41,196,213,178,176,127,127,43,80,46,45,146,146,43,43,52,52,71,59,28.14,25.83,,,,,,,,
Second,David Nalbandian,6-0 6-3 2-6 6-2,2005,m,David Nalbandian,Santiago Ventura,ARG,ESP,58,41,3,10,1,5,67,67,65,41,188,205,167,189,141,141,47,33,47,33,117,91,26,37,27,53,74,64,43.55,27.47,,,,,,,,
Second,Guillermo Coria,6-4 6-7(3) 6-3 7-6(3),2005,m,Guillermo Coria,Ricardo Mello,ARG,BRA,59,61,4,8,2,5,64,60,45,46,197,193,167,168,136,136,42,54,46,44,162,158,58,57,40,62,68,72,28.8,27.6,,,,,,,,
Second,Juan Carlos Ferrero,6-1 6-2 6-0,2005,m,Juan Carlos Ferrero,Mariano Zabaleta,ESP,ARG,71,50,2,2,1,5,71,59,62,34,191,197,168,185,152,152,64,0,53,32,81,50,17,13,19,44,78,46,44.02,20.06,,,,,,,,
Second,Tim Henman,7-5 6-1 6-4,2005,m,Tim Henman,Victor Hanescu,GBR,ROU,65,71,10,8,2,1,78,57,58,59,197,202,181,186,162,162,42,20,42,28,98,76,45,24,19,19,74,41,45.24,33.63,,,,,,,,
Second,Rafael Nadal,6-1 4-6 4-6 7-5 6-3,2005,m,Rafael Nadal,Mikhail Youzhny,ESP,RUS,71,52,0,9,2,5,66,64,47,48,197,205,168,191,151,151,64,43,44,40,153,140,29,55,33,57,70,65,31.02,30.72,,,,,,,,
Second,Fernando Gonzalez,7-5 6-2 6-3,2005,m,Fernando Gonzalez,Igor Andreev,CHI,RUS,67,62,4,3,2,4,80,65,70,43,202,217,170,189,149,149,22,0,44,23,111,81,32,21,16,30,81,45,56,27.95,,,,,,,,
Second,Lleyton Hewitt,4-6 7-6(8) 6-0 6-3,2005,m,Lleyton Hewitt,James Blake,AUS,USA,60,53,7,9,7,8,81,65,47,48,205,213,186,196,152,152,40,60,43,33,130,112,32,29,30,50,79,63,38.07,31.2,,,,,,,,
Second,Andy Roddick,6-0 3-6 6-2 6-3,2005,m,Andy Roddick,Greg Rusedski,USA,GBR,72,62,11,12,2,4,89,70,67,37,218,220,197,194,170,170,38,50,43,17,106,71,49,37,8,20,69,52,59.63,25.9,,,,,,,,
Second,Joachim Johansson,6-3 7-5 6-4,2005,m,Joachim Johansson,Peter Wessels,SWE,NED,62,63,21,5,4,2,77,75,57,58,223,205,197,186,146,146,50,0,32,30,101,92,58,26,40,16,63,59,43.89,43.5,,,,,,,,
Second,Karol Beck,5-7 2-6 6-2 7-6(5) 6-3,2005,m,Karol Beck,Tommy Haas,SVK,GER,53,53,14,13,11,9,79,66,46,55,197,205,181,186,160,160,38,43,39,37,155,151,56,44,49,62,63,64,36.34,36.3,,,,,,,,
Second,Kevin Kim,6-2 6-4 6-2,2005,m,Kevin Kim,Guillermo Garcia-Lopez,USA,ESP,71,61,5,3,1,3,80,68,67,32,201,199,176,170,152,152,45,0,46,24,95,64,25,20,22,42,80,75,53.6,21.76,,,,,,,,
Second,Taylor Dent,6-4 6-1 6-4,2005,m,Taylor Dent,Michal Tabara,USA,CZE,63,37,6,2,15,11,72,54,26,32,220,210,189,186,167,167,64,36,60,45,96,71,23,25,26,39,59,71,18.72,17.28,,,,,,,,
Second,Feliciano Lopez,4-6 6-3 6-4 7-6(3),2005,m,Feliciano Lopez,Sargis Sargsian,ESP,ARM,60,75,17,5,3,6,81,66,40,50,223,205,193,165,138,138,42,33,38,35,136,127,43,24,45,34,66,63,32.4,33,,,,,,,,
Second,Roger Federer,6-3 6-4 6-4,2005,m,Roger Federer,Takao Suzuki,SUI,JPN,70,68,7,7,0,3,76,55,68,62,207,210,185,196,154,154,36,25,43,26,107,82,50,29,10,11,67,51,51.68,34.1,,,,,,,,
Second,Gaston Gaudio,2-6 6-4 7-5 7-6(4),2005,m,Gaston Gaudio,Mardy Fish,ARG,USA,49,49,8,17,11,6,76,69,49,49,201,217,176,189,149,149,50,55,41,38,137,129,43,38,49,71,82,61,37.24,33.81,,,,,,,,
Second,Mario Ancic,7-5 6-2 6-1,2005,m,Mario Ancic,Bjorn Phau,CRO,GER,66,59,12,1,2,6,84,58,58,43,209,205,180,173,136,136,55,25,48,25,100,66,30,10,24,25,63,70,48.72,24.94,,,,,,,,
Second,Andre Agassi,6-3 6-1 6-0,2005,m,Andre Agassi,Rainer Schuettler,USA,GER,65,55,7,6,3,8,71,64,69,28,201,205,176,181,152,152,58,0,53,30,94,60,33,24,18,37,40,44,48.99,17.92,,,,,,,,
Second,Marat Safin,6-4 6-1 6-3,2005,m,Marat Safin,Bohdan Ulihrach,RUS,CZE,60,57,10,4,0,5,85,55,59,47,215,193,202,180,151,151,67,100,48,25,90,60,37,12,25,16,73,100,50.15,25.85,,,,,,,,
Second,Olivier Rochus,6-1 6-3 6-3,2005,m,Olivier Rochus,Gael Monfils,BEL,FRA,63,49,0,3,1,4,77,59,46,33,188,213,168,181,146,146,53,40,54,35,104,72,22,21,28,50,81,45,35.42,19.47,,,,,,,,
Second,Tommy Robredo,6-4 2-6 6-2 6-4,2005,m,Tommy Robredo,Tomas Zib,ESP,CZE,57,55,16,3,8,3,72,63,50,49,197,202,168,168,138,138,38,57,43,38,125,115,48,18,53,30,75,59,36,30.87,,,,,,,,
First,David Nalbandian,7-6(1) 4-6 4-6 6-3 6-4,2005,m,David Nalbandian,David Ferrer,ARG,ESP,64,61,3,4,5,4,65,60,47,53,189,194,157,170,141,141,35,41,44,43,171,165,44,38,53,61,66,69,30.55,31.8,,,,,,,,
First,Fernando Gonzalez,3-6 3-6 6-3 6-3 7-5,2005,m,Fernando Gonzalez,Jose Acasuso,CHI,ARG,58,57,9,13,10,4,73,70,52,56,205,215,167,193,148,148,31,29,36,36,154,152,59,50,52,41,59,54,37.96,39.2,,,,,,,,
First,Lleyton Hewitt,6-3 6-4 6-1,2005,m,Lleyton Hewitt,Arnaud Clement,AUS,FRA,66,53,12,2,2,1,87,68,48,45,209,210,188,186,149,149,63,0,43,28,88,63,28,15,23,32,100,59,41.76,30.6,,,,,,,,
First,Rafael Nadal,6-0 6-4 6-2,2005,m,Rafael Nadal,Julien Benneteau,ESP,FRA,77,53,1,2,1,6,77,51,54,36,193,199,173,183,144,144,80,67,59,30,82,45,27,8,16,34,67,44,41.58,18.36,,,,,,,,
First,Juan Ignacio Chela,6-4 7-6(4) 7-6(1),2005,m,Juan Ignacio Chela,Wayne Arthurs,ARG,AUS,74,48,3,15,0,7,85,75,64,57,183,213,167,191,170,170,50,0,34,20,119,99,37,59,4,42,78,55,54.4,42.75,,,,,,,,
First,Mariano Zabaleta,6-4 6-2 6-7(5) 6-3,2005,m,Mariano Zabaleta,Marc Kimmich,ARG,AUS,66,59,8,9,7,3,82,69,61,49,209,215,191,188,146,146,35,29,39,25,138,112,62,27,49,23,68,54,50.02,33.81,,,,,,,,
First,Mikhail Youzhny,6-2 6-2 7-5,2005,m,Mikhail Youzhny,Jerome Haehnel,RUS,FRA,59,57,1,4,0,4,85,53,82,69,201,197,189,181,141,141,71,0,43,16,96,62,25,19,25,27,80,60,69.7,36.57,,,,,,,,
First,Greg Rusedski,2-6 6-4 6-0 7-6(7),2005,m,Greg Rusedski,Jonas Bjorkman,GBR,SWE,57,56,14,1,9,8,74,67,60,57,230,209,193,180,149,149,38,30,41,37,129,121,45,48,35,36,59,65,44.4,38.19,,,,,,,,
First,Andy Roddick,7-5 6-2 6-1,2005,m,Andy Roddick,Irakli Labadze,USA,GEO,66,67,11,5,0,7,85,54,75,70,226,210,194,185,162,162,56,0,47,18,96,56,30,22,19,38,69,30,63.75,37.8,,,,,,,,
First,Guillermo Coria,6-2 6-4 6-0,2005,m,Guillermo Coria,Tomas Berdych,ARG,CZE,62,47,2,4,5,3,81,56,67,39,201,217,168,201,154,154,70,50,54,29,85,51,20,19,15,44,88,38,54.27,21.84,,,,,,,,
First,Tim Henman,6-1 6-2 4-6 6-3,2005,m,Tim Henman,Cyril Saulnier,GBR,FRA,63,61,4,2,4,4,68,59,62,49,197,207,178,183,157,157,57,23,47,37,128,104,32,31,37,35,62,44,42.16,28.91,,,,,,,,
First,Guillermo Canas,6-4 6-2 7-6(4),2005,m,Guillermo Canas,Chris Guccione,ARG,AUS,69,55,7,16,3,8,80,68,47,44,197,231,172,202,165,165,25,14,43,30,121,97,57,61,12,32,76,52,37.6,29.92,,,,,,,,
First,Nicolas Massu,6-7(7) 7-6(2) 6-3 6-2,2005,m,Nicolas Massu,Antony Dupuis,CHI,FRA,57,55,9,11,6,8,81,71,67,57,202,213,173,193,146,146,25,10,38,28,160,133,49,54,45,62,67,71,54.27,40.47,,,,,,,,
First,James Blake,6-1 6-2 6-0,2005,m,James Blake,Florian Mayer,USA,GER,53,44,5,2,4,4,83,54,69,44,205,194,185,175,127,127,58,0,55,28,90,50,31,13,17,27,77,58,57.27,23.76,,,,,,,,
First,Tomas Zib,7-6(5) 6-2 6-4,2005,m,Tomas Zib,Jimmy Wang,CZE,TPE,63,63,4,5,1,5,59,64,53,26,197,186,164,168,133,133,47,83,51,44,112,96,20,36,33,65,78,69,31.27,16.64,,,,,,,,
First,Thomas Johansson,7-6(5) 4-6 6-3 4-6 6-0,2005,m,Thomas Johansson,Peter Luczak,SWE,AUS,50,58,24,8,7,8,82,67,53,57,220,205,186,185,139,139,38,50,37,33,159,147,61,51,61,61,69,73,43.46,38.19,,,,,,,,
First,Olivier Rochus,7-5 2-6 3-6 6-2 6-3,2005,m,Olivier Rochus,Nicolas Kiefer,BEL,GER,57,58,1,16,5,8,67,62,52,51,185,209,168,183,148,148,41,35,43,39,149,138,48,62,38,64,67,58,34.84,31.62,,,,,,,,
First,Kevin Kim,3-6 6-4 6-3 3-6 6-1,2005,m,Kevin Kim,Hyung-Taik Lee,USA,KOR,65,66,13,8,3,3,73,65,50,50,199,196,178,165,139,139,29,50,41,36,147,140,57,43,43,50,63,62,36.5,32.5,,,,,,,,
First,Peter Wessels,6-3 6-4 6-4,2005,m,Peter Wessels,Yen-Hsun Lu,NED,TPE,63,63,9,5,1,6,87,71,73,43,209,202,188,181,157,157,80,100,40,18,90,62,31,23,17,28,64,46,63.51,30.53,,,,,,,,
First,Gaston Gaudio,7-6(3) 6-4 6-3,2005,m,Gaston Gaudio,Justin Gimelstob,ARG,USA,64,44,2,10,6,10,77,73,66,57,202,202,172,183,141,141,83,40,42,31,108,88,37,27,26,39,85,58,50.82,41.61,,,,,,,,
First,Marat Safin,6-0 6-2 6-1,2005,m,Marat Safin,Novak Djokovic,RUS,SRB,53,59,1,1,1,5,93,41,54,19,210,201,197,181,149,149,69,100,68,25,83,34,19,4,20,30,95,27,50.22,7.79,,,,,,,,
First,Paradorn Srichaphan,1-6 6-2 7-5 6-4,2005,m,Paradorn Srichaphan,Potito Starace,THA,ITA,61,75,9,7,2,2,70,62,52,61,202,201,185,180,151,151,32,57,39,38,121,122,45,31,57,41,55,60,36.4,37.82,,,,,,,,
First,Tommy Robredo,5-7 6-2 6-4 6-2,2005,m,Tommy Robredo,Scott Draper,ESP,AUS,60,62,5,5,3,3,74,64,59,43,201,197,176,172,135,135,50,40,45,34,122,99,40,25,39,36,62,61,43.66,27.52,,,,,,,,
First,Tommy Haas,6-3 6-2 6-3,2005,m,Tommy Haas,Xavier Malisse,GER,BEL,59,49,10,10,0,1,87,62,70,48,201,204,185,183,143,143,36,0,46,20,100,69,33,29,27,35,72,40,60.9,29.76,,,,,,,,
First,Mardy Fish,2-6 6-0 6-4 4-6 9-7,2005,m,Mardy Fish,Juan Monaco,USA,ARG,54,69,19,6,8,2,78,60,46,57,217,201,193,175,151,151,44,45,41,37,168,155,69,33,81,46,67,64,35.88,34.2,,,,,,,,
First,Roger Federer,6-1 6-1 6-2,2005,m,Roger Federer,Fabrice Santoro,SUI,FRA,60,69,4,1,1,2,80,49,56,43,204,193,178,159,138,138,39,0,53,29,100,66,54,9,23,20,76,40,44.8,21.07,,,,,,,,
First,Guillermo Garcia-Lopez,7-5 6-3 3-6 6-3,2005,m,Guillermo Garcia-Lopez,Carlos Moya,ESP,ESP,51,64,13,6,6,4,69,69,61,45,207,212,193,181,143,143,50,19,39,35,125,113,43,31,46,49,79,61,42.09,31.05,,,,,,,,
First,Karol Beck,6-2 6-2 6-1,2005,m,Karol Beck,Todd Reid,SVK,AUS,40,66,9,3,8,3,81,54,57,39,193,196,175,170,135,135,41,0,51,34,105,74,38,11,33,38,94,37,46.17,21.06,,,,,,,,
First,Joachim Johansson,7-6(6) 6-2 6-3,2005,m,Joachim Johansson,Sjeng Schalken,SWE,NED,58,71,17,7,3,3,84,70,72,41,228,183,194,168,149,149,67,0,38,21,97,74,43,16,38,23,86,67,60.48,28.7,,,,,,,,
First,Andre Agassi,6-4 6-3 6-0,2005,m,Andre Agassi,Dieter Kindlmann,USA,GER,59,51,8,6,5,5,85,53,65,42,201,194,173,181,146,146,35,50,55,28,108,68,33,21,26,33,75,67,55.25,22.26,,,,,,,,
Final,Roger Federer,5-7 7-5 6-0 6-2,2006,m,Roger Federer,Marcos Baghdatis,SUI,CYP,53,48,11,6,6,2,71,71,51,37,209,217,185,197,146,146,67,30,46,38,142,116,50,34,48,48,78,52,36.21,26.27,,,,,,,,
semi,Roger Federer,6-3 5-7 6-0 6-2,2006,m,Roger Federer,Nicolas Kiefer,SUI,GER,66,51,7,14,5,7,71,71,67,38,205,222,186,196,154,154,32,25,45,30,129,99,39,33,33,53,79,70,47.57,26.98,,,,,,,,
semi,Marcos Baghdatis,3-6 5-7 6-3 6-4 6-4,2006,m,Marcos Baghdatis,David Nalbandian,CYP,ARG,56,67,15,5,2,1,70,63,50,50,218,193,196,170,148,148,62,41,41,39,152,143,52,48,41,56,63,81,35,31.5,,,,,,,,
quarter,Roger Federer,6-4 3-6 7-6(7) 7-6(5),2006,m,Roger Federer,Nikolay Davydenko,SUI,RUS,62,77,6,1,0,2,74,70,53,42,210,209,189,173,151,151,40,50,36,34,144,139,46,30,52,48,60,72,39.22,29.4,,,,,,,,
quarter,Nicolas Kiefer,6-3 0-6 6-4 6-7(1) 8-6,2006,m,Nicolas Kiefer,Sebastien Grosjean,GER,FRA,45,51,4,12,9,2,62,64,51,53,220,215,189,183,139,139,56,69,41,44,160,169,34,59,67,55,58,59,31.62,33.92,,,,,,,,
quarter,David Nalbandian,7-5 6-0 6-0,2006,m,David Nalbandian,Fabrice Santoro,ARG,FRA,61,61,2,4,0,1,74,59,72,20,191,194,173,173,133,133,53,33,57,27,90,50,47,18,17,15,81,40,53.28,11.8,,,,,,,,
quarter,Marcos Baghdatis,6-4 6-2 4-6 3-6 6-3,2006,m,Marcos Baghdatis,Ivan Ljubicic,CYP,CRO,53,64,8,14,4,3,80,71,60,54,213,220,196,193,154,154,27,22,35,30,146,139,47,61,26,57,67,70,48,38.34,,,,,,,,
Fourth,Nicolas Kiefer,7-6(4) 6-3 6-3,2006,m,Nicolas Kiefer,Juan Ignacio Chela,GER,ARG,46,57,5,2,3,0,84,63,51,53,218,194,196,181,146,146,71,22,41,34,101,87,41,24,33,22,76,50,42.84,33.39,,,,,,,,
Fourth,Sebastien Grosjean,7-5 6-2 6-2,2006,m,Sebastien Grosjean,Paul-Henri Mathieu,FRA,FRA,43,49,12,3,3,4,94,52,46,47,212,207,193,185,152,152,57,75,51,33,93,68,29,17,23,49,60,57,43.24,24.44,,,,,,,,
Fourth,Roger Federer,6-4 6-0 3-6 4-6 6-2,2006,m,Roger Federer,Tommy Haas,SUI,GER,58,64,10,5,1,0,78,63,53,57,217,209,191,191,152,152,55,22,39,33,143,127,66,31,58,36,66,69,41.34,35.91,,,,,,,,
Fourth,Nikolay Davydenko,4-6 4-6 6-4 6-2 6-3,2006,m,Nikolay Davydenko,Dominik Hrbaty,RUS,SVK,69,50,6,7,3,6,59,72,62,41,212,215,178,185,143,143,67,43,44,40,161,148,31,36,60,77,52,66,36.58,29.52,,,,,,,,
Fourth,Fabrice Santoro,6-4 7-5 7-5,2006,m,Fabrice Santoro,David Ferrer,FRA,ESP,60,73,6,0,0,2,63,53,47,34,197,193,178,170,143,143,56,50,52,44,108,92,19,53,14,41,61,73,29.61,18.02,,,,,,,,
Fourth,Ivan Ljubicic,6-2 6-4 6-4,2006,m,Ivan Ljubicic,Thomas Johansson,CRO,SWE,53,46,12,12,1,7,77,81,71,41,222,215,202,185,149,149,57,0,41,26,97,75,39,26,16,27,68,63,54.67,33.21,,,,,,,,
Fourth,Marcos Baghdatis,6-4 1-6 6-3 6-4,2006,m,Marcos Baghdatis,Andy Roddick,CYP,USA,48,60,16,15,1,4,72,74,57,56,218,226,199,207,173,173,30,22,33,36,116,117,63,39,26,31,64,57,41.04,41.44,,,,,,,,
Fourth,David Nalbandian,6-3 6-0 2-6 6-2,2006,m,David Nalbandian,Tommy Robredo,ARG,ESP,65,68,3,9,2,6,73,62,66,32,193,209,173,175,151,151,32,100,48,30,116,87,33,24,28,37,83,71,48.18,19.84,,,,,,,,
Third,Roger Federer,6-3 6-4 6-3,2006,m,Roger Federer,Max Mirnyi,SUI,BLR,67,67,6,5,2,6,79,69,87,31,205,220,188,201,165,165,27,0,44,19,104,74,48,22,10,25,75,53,68.73,21.39,,,,,,,,
Third,Nicolas Kiefer,6-3 6-2 5-7 6-2,2006,m,Nicolas Kiefer,Juan Carlos Ferrero,GER,ESP,51,64,13,5,4,2,87,60,56,58,222,201,201,176,144,144,36,33,40,28,125,104,52,46,34,43,67,72,48.72,34.8,,,,,,,,
Third,Paul-Henri Mathieu,7-6(2) 7-6(7) 6-1,2006,m,Paul-Henri Mathieu,Luis Horna,FRA,PER,63,70,18,9,1,4,78,63,61,39,204,209,175,173,146,146,42,50,44,28,123,91,49,36,26,45,59,38,47.58,24.57,,,,,,,,
Third,Dominik Hrbaty,1-6 6-4 6-3 2-6 6-4,2006,m,Dominik Hrbaty,Igor Andreev,SVK,RUS,56,58,12,12,5,6,61,66,57,48,217,210,188,183,143,143,24,43,41,41,160,160,32,47,63,72,52,74,34.77,31.68,,,,,,,,
Third,Juan Ignacio Chela,6-1 6-4 6-4,2006,m,Juan Ignacio Chela,Kristof Vliegen,ARG,BEL,55,65,4,5,3,5,79,68,58,38,194,201,176,176,146,146,36,0,43,31,101,76,19,41,16,44,74,69,45.82,25.84,,,,,,,,
